id,category,type,question,choice1,choice2,choice3,choice4,answer,explanation
L027,ライフプランニング,mc,老齢基礎年金の受給資格期間（保険料納付済期間や免除期間などの合計）は、原則として何年以上必要か。,10年,25年,40年,,0,老齢基礎年金を受けるためには受給資格期間が10年以上必要。
L028,ライフプランニング,mc,老齢厚生年金の受給開始年齢は原則65歳だが、繰上げ受給した場合、年金額は1か月あたり何％減額されるか（昭和37年4月2日以後生まれ）。,0.3%,0.4%,0.5%,,1,昭和37年4月2日以後生まれの場合、1か月あたり0.4%の減額。
L029,ライフプランニング,mc,老齢基礎年金を70歳まで繰り下げて受給した場合、年金額は最大で何％増額されるか。,42.0%,60.0%,84.0%,,0,1か月0.7%の増額。60か月（5年）で42.0%の増額。
L030,ライフプランニング,mc,遺族基礎年金を受給できる遺族の要件として正しいものはどれか。,配偶者または子,子のある配偶者または子,すべての親族,,1,死亡した者に生計を維持されていた「子のある配偶者」または「子」に支給。
L031,ライフプランニング,mc,住宅金融支援機構と民間金融機関が提携する「フラット35」の融資額の上限はいくらか。,"5,000万円","8,000万円",1億円,,1,"融資額の上限は8,000万円（かつ購入価額の100%以内）。"
L032,ライフプランニング,mc,借入金額、金利、返済期間が同じ場合、総返済額が少なくなるのはどちらか。,元利均等返済,元金均等返済,どちらも同じ,,1,元金均等返済は元金の減りが早く、総返済額は少なくなる。
L033,ライフプランニング,mc,日本学生支援機構の奨学金のうち、原則として返還義務がないものはどれか。,第一種奨学金,第二種奨学金,給付型奨学金,,2,給付型は返還義務なし。第一種・第二種は貸与型。
L034,ライフプランニング,mc,確定拠出年金（iDeCoなど）の掛金は、税務上どのような取り扱いになるか。,小規模企業共済等掛金控除の対象,生命保険料控除の対象,所得控除の対象外,,0,掛金全額が小規模企業共済等掛金控除の対象となる。
L035,ライフプランニング,mc,国民年金基金の掛金上限は、確定拠出年金の掛金と合算して月額いくらか（第1号被保険者）。,"23,000円","68,000円","12,000円",,1,"第1号被保険者の上限はiDeCoと合算して月額68,000円。"
L036,ライフプランニング,mc,個人の可処分所得を求める計算式として正しいものはどれか。,収入金額 － 所得税 － 住民税,収入金額 － 所得税 － 住民税 － 社会保険料,収入金額 － 基本生活費,,1,可処分所得＝年収－（所得税＋住民税＋社会保険料）。いわゆる手取り額。
L037,ライフプランニング,mc,健康保険の任意継続被保険者となることができる期間は、最長で何年間か。,1年間,2年間,3年間,,1,任意継続被保険者の期間は最長2年間である。
L038,ライフプランニング,mc,健康保険の出産手当金の支給額は、原則として1日につき標準報酬日額の何分のいくらか。,1/2,2/3,3/4,,1,出産手当金は、原則として休んだ日1日につき標準報酬日額の3分の2に相当する額が支給される。
L039,ライフプランニング,mc,育児休業給付金の支給額は、育児休業開始から最初の6か月間は、休業開始時賃金日額の何％か。,50%,67%,80%,,1,最初の6か月は67%、6か月経過後は50%となる。
L040,ライフプランニング,mc,介護保険の第1号被保険者となるのは何歳以上の者か。,40歳以上,60歳以上,65歳以上,,2,第1号被保険者は65歳以上、第2号被保険者は40歳以上65歳未満の医療保険加入者。
L041,ライフプランニング,mc,介護保険の第2号被保険者となる年齢要件はどれか。,20歳以上60歳未満,40歳以上65歳未満,65歳以上,,1,40歳以上65歳未満の医療保険加入者が第2号被保険者となる。
L042,ライフプランニング,mc,老齢基礎年金を満額受給するためには、保険料納付済期間等が何月必要か。,300月,480月,600月,,1,20歳から60歳までの40年間（480月）すべての保険料を納付した場合に満額支給される。
L043,ライフプランニング,mc,障害基礎年金の等級はいくつに区分されているか。,1級・2級,1級・2級・3級,1級から4級,,0,障害基礎年金は1級と2級。障害厚生年金には1級から3級および障害手当金がある。
L044,ライフプランニング,mc,遺族厚生年金を受給できる遺族のうち、最も優先順位が高いのは誰か。,父母,孫,配偶者および子,,2,優先順位は配偶者・子＞父母＞孫＞祖父母の順。
L045,ライフプランニング,mc,遺族厚生年金の額は、原則として死亡した者の老齢厚生年金の報酬比例部分の計算式によって算出した額の何分のいくらか。,1/2,2/3,3/4,,2,原則として、老齢厚生年金の報酬比例部分の金額の4分の3相当額である。
L046,ライフプランニング,mc,将来受け取る年金額があらかじめ約束されている企業年金制度はどれか。,確定給付企業年金（DB）,確定拠出年金（DC）,財形年金貯蓄,,0,確定給付企業年金（DB）は将来の給付額が約束されている。DCは運用成績により変動する。
L047,ライフプランニング,mc,個人型確定拠出年金（iDeCo）に加入できるのは、原則として何歳未満の者か。,60歳未満,65歳未満,70歳未満,,1,2022年の法改正により、原則として65歳未満の国民年金被保険者が加入可能となった。
L048,ライフプランニング,mc,企業型確定拠出年金（企業型DC）に加入できるのは、原則として何歳未満の厚生年金保険の被保険者か。,60歳未満,65歳未満,70歳未満,,2,2022年の法改正により、原則として70歳未満の厚生年金被保険者が加入可能となった。
L049,ライフプランニング,mc,住宅ローンの繰上返済において、毎回の返済額を変えずに返済期間を短くする方法を何というか。,返済額軽減型,期間短縮型,元金均等返済,,1,期間短縮型は毎回の返済額を変えずに残りの返済期間を短くする。利息軽減効果が高い。
L050,ライフプランニング,mc,日本政策金融公庫の「教育一般貸付（国の教育ローン）」の融資限度額は、学生1人につき原則いくらか。,200万円,350万円,500万円,,1,融資限度額は原則350万円（一定の条件を満たす場合は450万円）。
R051,リスク管理,mc,生命保険において、保険会社が約束する予定の運用利回りを何というか。,予定死亡率,予定利率,予定事業費率,,1,予定利率が高いほど保険料は安くなる。
R052,リスク管理,mc,保険料を払い込まなかった場合でも、契約が直ちに失効しないよう設けられている期間はどれか。,待期期間,猶予期間,免責期間,,1,猶予期間内に払い込めば契約は有効。
R053,リスク管理,mc,終身保険の特徴として正しいものはどれか。,一定期間保障、満期保険金あり,一生涯保障、満期保険金なし,一定期間ごとに生存給付金あり,,1,終身保険は保障が一生涯続き、満期保険金はない。
R054,リスク管理,mc,養老保険の特徴として正しいものはどれか。,死亡保険金と満期保険金が同額,死亡保険金がなく満期保険金のみ,一生涯の保障がある,,0,死亡時は死亡保険金、満期時は同額の満期保険金が支払われる。
R055,リスク管理,mc,特定疾病保障保険の一般的な三大疾病の組み合わせはどれか。,がん、心筋梗塞、脳卒中,がん、糖尿病、高血圧性疾患,心筋梗塞、脳卒中、糖尿病,,0,がん（悪性新生物）、急性心筋梗塞、脳卒中が対象。
R056,リスク管理,mc,将来の保険金支払いの財源となる保険料はどれか。,純保険料,付加保険料,解約返戻金,,0,純保険料が保険金の財源。付加保険料は運営経費。
R057,リスク管理,mc,解約返戻金が払い込んだ保険料の総額を下回るリスクを何というか。,金利変動リスク,インフレリスク,元本割れリスク,,2,中途解約時に払込累計額を下回る元本割れのリスク。
R058,リスク管理,mc,被保険者の生死に関わらず、定めた期間年金が受け取れるものはどれか。,終身年金,確定年金,有期年金,,1,確定年金は期間中死亡しても遺族に残りの年金が支払われる。
R059,リスク管理,mc,損害保険における対象財産の最高限度額（評価額）を何というか。,保険金額,保険価額,保険料,,1,保険価額は損害の最高見積額。保険金額は契約上の支払上限。
R060,リスク管理,mc,現在同等の建物を新築・購入するために必要な金額の基準を何というか。,新価（再調達価額）,時価,減価償却費,,0,新価は同等物を再建築等するのに必要な金額。
R061,リスク管理,mc,自賠責保険の被害者1名あたりの死亡損害の支払限度額はいくらか。,"1,200万円","3,000万円","4,000万円",,1,"死亡は3,000万円、傷害120万円、後遺障害最高4,000万円。"
R062,リスク管理,mc,事故による被保険者自身や同乗者の死傷損害に対して支払われる自動車保険はどれか。,対人賠償保険,対物賠償保険,人身傷害（補償）保険,,2,過失割合に関わらず実際の損害額が設定金額内で支払われる。
R063,リスク管理,mc,地震保険は単独で加入できるか。,単独で加入できる,火災保険とセットでなければ不可,生命保険とセットでなければ不可,,1,地震保険は必ず火災保険に付帯して契約する。
R064,リスク管理,mc,個人賠償責任保険の補償対象とならない事由はどれか。,自転車で他人にケガをさせた,買い物中に商品を壊した,業務中に他人の財物を壊した,,2,業務遂行中の事故や自動車事故は対象外。
R065,リスク管理,mc,生命保険の死亡保険金の非課税限度額が適用されるのはどのケースか。,契約者と受取人が異なる,契約者と被保険者が同一,満期保険金,,1,契約者＝被保険者の死亡保険金は相続税の対象となり非課税枠がある。
R066,リスク管理,mc,生命保険の保険料計算に用いられる「予定死亡率」が高く見積もられた場合、死亡保険の保険料はどうなるか。,安くなる,高くなる,変わらない,,1,予定死亡率（死亡する確率）が高くなると、保険金支払いの可能性が高まるため保険料は高くなる。
R067,リスク管理,mc,生命保険の保険料計算に用いられる「予定事業費率」が高く見積もられた場合、保険料はどうなるか。,安くなる,高くなる,変わらない,,1,予定事業費率（保険会社の運営経費の割合）が高くなると、保険料は高くなる。
R068,リスク管理,mc,保険期間が一定で、満期保険金がなく、掛け捨て型の死亡保険を何というか。,終身保険,定期保険,養老保険,,1,定期保険は一定期間のみ保障され、満期保険金や解約返戻金がない（またはごくわずか）ため保険料が割安。
R069,リスク管理,mc,被保険者が死亡した場合、保険金を年金形式で受け取るタイプの保険を何というか。,収入保障保険（家族収入保険）,特定疾病保障保険,こども保険,,0,収入保障保険は、死亡時から保険期間満了時まで年金形式で保険金を受け取る。
R070,リスク管理,mc,被保険者の余命が6か月以内と診断された場合、死亡保険金の一部または全部を生前に受け取れる特約を何というか。,指定代理請求特約,リビング・ニーズ特約,災害割増特約,,1,リビング・ニーズ特約による生前給付金は非課税となる。
R071,リスク管理,mc,現在加入している生命保険の解約返戻金や積立配当金を下取りにして、新たな契約に充当する制度を何というか。,払済保険,延長保険,契約転換制度,,2,契約転換制度により、新たな保険料負担を軽減できるが、転換時の年齢・保険料率で計算される。
R072,リスク管理,mc,以後の保険料の払込みを中止し、その時点の解約返戻金をもとに「保険期間は変えず」に保険金額を減額した保険に変更するものを何というか。,払済保険,延長保険,契約転換,,0,払済保険は保険期間が元のままで、保険金額が元の契約より少なくなる。
R073,リスク管理,mc,以後の保険料の払込みを中止し、その時点の解約返戻金をもとに「保険金額は変えず」に定期保険に変更するものを何というか。,払済保険,延長保険,契約転換,,1,延長保険は元の保険金額のままであるが、保険期間が短くなるのが一般的。
R074,リスク管理,mc,生命保険契約を申し込んだ後、一定期間内であれば無条件で申込みの撤回や契約の解除ができる制度を何というか。,クーリング・オフ制度,猶予期間制度,復活制度,,0,原則として、申込日または重要事項説明書受領日のいずれか遅い日から起算して8日以内であればクーリング・オフ可能。
R075,リスク管理,mc,生命保険会社が破綻した場合、生命保険契約者保護機構によって補償されるのは、原則として破綻時点の何％か。,責任準備金の80％,責任準備金の90％,責任準備金の100％,,1,原則として破綻時点の責任準備金（将来の保険金支払いのための積立金）の90%が補償される。
R076,リスク管理,mc,自動車保険の車両保険のうち、当て逃げや自転車との接触による損害が補償されないのはどちらか。,一般条件（一般型）,エコノミー型（車対車＋限定A等）,どちらも補償されない,,1,エコノミー型は補償範囲が狭く、単独事故や当て逃げは補償対象外となることが多い。
R077,リスク管理,mc,傷害保険において、保険金支払いの対象となる事故の要件として正しくないものはどれか。,急激性,偶然性,疾病（病気）,,2,傷害保険は「急激・偶然・外来」の事故によるケガを補償し、病気は対象外。
R078,リスク管理,mc,家族傷害保険の被保険者の範囲に含まれないのは誰か。,本人の配偶者,本人と同居している親族,本人と別居している既婚の子,,2,別居の未婚の子は対象となるが、別居の既婚の子は対象外となる。
R079,リスク管理,mc,病気やケガで就業不能となった場合の収入減を補償する保険で、支払いが開始されるまでの免責期間が設定されているものはどれか。,所得補償保険,労働災害総合保険,企業費用・利益総合保険,,0,所得補償保険は、病気やケガで働けない期間の収入を補償する。通常7日などの免責期間がある。
R080,リスク管理,mc,損害保険会社が破綻した場合、損害保険契約者保護機構により、自動車保険や火災保険は原則として破綻後3か月経過後は何％補償されるか。,責任準備金の80％,責任準備金の90％,責任準備金の100％,,0,自賠責保険や地震保険は100%補償だが、自動車保険や火災保険等は破綻後3か月経過後は80%補償となる。
L051,ライフプランニング,mc,年収600万円、所得税額20万円、住民税額30万円、社会保険料額90万円の場合の可処分所得の金額はいくらか。,460万円,550万円,490万円,,0,可処分所得＝年収－(所得税＋住民税＋社会保険料)＝600万円－(20万円＋30万円＋90万円)＝460万円。
R081,リスク管理,mc,"被保険者および契約者が父、死亡保険金受取人が長男で、死亡保険金額が2,000万円の場合。法定相続人が妻、長男、次男の計3人であるとき、死亡保険金の非課税金額の枠はいくらか。",500万円,"1,000万円","1,500万円",,2,"死亡保険金の非課税限度額＝500万円×法定相続人の数＝500万円×3人＝1,500万円。"
F051,金融資産運用,mc,表面利率(年率)2%、残存期間4年、購入価格101円、額面100円の固定利付債券を満期まで保有した場合の最終利回りはいくらか（税金等は考慮せず、小数点第3位以下四捨五入）。,1.73%,1.98%,2.00%,,0,最終利回り＝{2＋(100－101)÷4}÷101×100＝1.732...％。
T011,タックスプランニング,mc,"勤続年数25年の会社員が退職金2,000万円を受け取った。この場合の退職所得の金額はいくらか。（退職所得控除額：20年以下は1年につき40万円、20年超は1年につき70万円）",425万円,850万円,"1,150万円",,0,"退職所得控除額＝800万円＋70万円×(25年－20年)＝1,150万円。退職所得＝(2,000万円－1,150万円)×1/2＝425万円。"
E011,不動産,mc,指定容積率が400%、前面道路の幅員が6mである住居系用途地域の敷地における、基準容積率（延べ面積の敷地面積に対する割合の最高限度）はいくらか。,240%,360%,400%,,0,住居系用途地域における前面道路幅員による容積率制限＝6m×4/10（40%）＝240%。指定容積率400%と比較し、厳しい方（小さい方）の240%が適用される。
S011,相続・事業承継,mc,被相続人に配偶者、長男、次男、長女（既に死亡、代襲相続人として孫が2人いる）がいる場合、相続税の基礎控除額はいくらか。,"4,800万円","5,400万円","6,000万円",,1,"法定相続人は配偶者、長男、次男、孫2人（長女の代襲）の計5人。基礎控除額＝3,000万円＋600万円×5人＝6,000万円。"
T012,タックスプランニング,mc,所得税の納税方式として正しいものはどれか。,申告納税方式,賦課課税方式,源泉徴収のみ方式,,0,所得税は納税者が自ら所得と税額を計算して申告・納付する申告納税方式を採用している。
T013,タックスプランニング,mc,預貯金の利子に対する所得税の課税方式は原則としてどれか。,総合課税,源泉分離課税,申告分離課税,,1,預貯金の利子所得は原則として20.315%の源泉分離課税で課税関係が完結する。
T014,タックスプランニング,mc,一時所得の金額の計算式として正しいものはどれか。,総収入金額 － 支出金額 － 特別控除50万円,(総収入金額 － 支出金額 － 特別控除50万円),総収入金額 × 1/2,,0,一時所得＝総収入金額－その収入を得るための支出－特別控除額（最高50万円）。総所得に算入する際はさらに1/2する。
T015,タックスプランニング,mc,一時所得を総所得金額に算入する際は、その金額の何分のいくらを算入するか。,全額,2分の1,3分の1,,1,一時所得は特別控除後の金額の2分の1を総所得金額に算入する。
T016,タックスプランニング,mc,給与所得控除額の最低保障額は、2025年（令和7年）分以降いくらに引き上げられたか。,55万円,65万円,75万円,,1,2025年度税制改正により給与所得控除の最低保障額は55万円から65万円に引き上げられた。
T017,タックスプランニング,mc,公的年金等の収入は所得税法上どの所得に分類されるか。,給与所得,一時所得,雑所得,,2,公的年金等は雑所得に分類され、公的年金等控除を差し引いて計算する。
T018,タックスプランニング,mc,配偶者控除（一般の控除対象配偶者）の控除額は、納税者の合計所得金額900万円以下の場合いくらか。,38万円,48万円,63万円,,0,合計所得金額900万円以下の納税者の配偶者控除額は38万円である。
T019,タックスプランニング,mc,控除対象扶養親族となるための被扶養者の合計所得金額の要件は、2025年改正後いくらか。,48万円以下,58万円以下,103万円以下,,1,2025年度税制改正により、扶養親族等の合計所得金額要件は48万円以下から58万円以下に引き上げられた。
T020,タックスプランニング,mc,特定扶養親族（19歳以上23歳未満）の扶養控除額はいくらか。,38万円,48万円,63万円,,2,特定扶養親族の扶養控除額は63万円である。
T021,タックスプランニング,mc,社会保険料控除の控除額はどのように計算されるか。,支払った額の2分の1,支払った額の全額,上限8万円まで,,1,社会保険料控除は、その年に支払った社会保険料の全額が所得控除の対象となる。
T022,タックスプランニング,mc,地震保険料控除の所得税における控除限度額はいくらか。,最高4万円,最高5万円,最高12万円,,1,地震保険料控除は、所得税で支払保険料の全額（最高5万円）が控除される。
T023,タックスプランニング,mc,ふるさと納税などの寄附金について適用される所得控除を何というか。,寄附金控除,医療費控除,雑損控除,,0,特定の寄附金を支出した場合、寄附金控除（所得控除）または寄附金特別控除（税額控除）の対象となる。
T024,タックスプランニング,mc,会社員（給与所得者）が原則として確定申告を要するのは、給与の年間収入金額がいくらを超える場合か。,"1,000万円","2,000万円","3,000万円",,1,"給与の年間収入金額が2,000万円を超える者は年末調整の対象外となり、確定申告が必要となる。"
T025,タックスプランニング,mc,給与所得者が医療費控除を受けるために必要な手続きはどれか。,年末調整のみで適用,確定申告が必要,申告不要,,1,医療費控除は年末調整では適用されず、確定申告を行う必要がある。
T026,タックスプランニング,mc,青色申告を行うことができる所得の組み合わせとして正しいものはどれか。,利子所得・配当所得・給与所得,不動産所得・事業所得・山林所得,一時所得・雑所得・退職所得,,1,青色申告ができるのは不動産所得・事業所得・山林所得のある者である。
T027,タックスプランニング,mc,所得税の超過累進税率の説明として正しいものはどれか。,所得が多いほど高い税率を段階的に適用,所得にかかわらず一律の税率,所得が多いほど低い税率,,0,所得税は課税所得を段階に分け、高い部分ほど高い税率を適用する超過累進税率を採用している。
T028,タックスプランニング,mc,所得税における総所得金額から差し引く所得控除のうち、人的控除に分類されるものはどれか。,基礎控除,医療費控除,地震保険料控除,,0,基礎控除・配偶者控除・扶養控除などは人的控除。医療費控除や地震保険料控除は物的控除に分類される。
T029,タックスプランニング,mc,住宅借入金等特別控除（住宅ローン控除）は、税額計算上どの段階で控除されるか。,所得控除として課税所得から控除,税額控除として算出税額から控除,収入から直接控除,,1,住宅ローン控除は算出した所得税額から直接差し引く税額控除である。
T030,タックスプランニング,mc,所得税の確定申告で納め過ぎた税金の還付を受けるための申告を何というか。,期限後申告,修正申告,還付申告,,2,還付を受けるための申告を還付申告といい、対象年の翌年1月1日から5年間提出できる。
E012,不動産,mc,不動産登記記録の表題部に記録される事項はどれか。,土地の所在・地番・地目・地積,所有権に関する事項,抵当権に関する事項,,0,表題部には不動産の物理的状況（所在・地番・地目・地積など）が記録される。
E013,不動産,mc,不動産登記には公信力があるか。,公信力がある,公信力はない,対抗力がない,,1,日本の不動産登記に公信力はなく、登記を信じて取引しても保護されない場合がある（対抗力はある）。
E014,不動産,mc,相続税路線価は、地価公示価格のおおむね何％を目安に設定されているか。,70%,80%,90%,,1,相続税路線価は地価公示価格の約80%を目安に評価される。
E015,不動産,mc,固定資産税評価額は、地価公示価格のおおむね何％を目安としているか。,70%,80%,90%,,0,固定資産税評価額は地価公示価格の約70%を目安に設定される。
E016,不動産,mc,宅地建物取引業者が自ら売主となる場合に受け取れる手付金の上限は、売買代金の何割か。,1割,2割,3割,,1,宅建業者が自ら売主となる場合、手付金は売買代金の2割を超えて受領できない。
E017,不動産,mc,専属専任媒介契約において、依頼者への業務処理状況の報告義務の頻度はどれか。,1週間に1回以上,2週間に1回以上,1か月に1回以上,,0,専属専任媒介契約は1週間に1回以上の報告義務がある（専任媒介は2週間に1回以上）。
E018,不動産,mc,民法上、売買契約において売主が負う、引き渡した目的物の不適合に対する責任を何というか。,契約不適合責任,瑕疵担保責任,債務不履行責任,,0,2020年施行の改正民法により、従来の瑕疵担保責任は契約不適合責任に改められた。
E019,不動産,mc,普通借家契約において、貸主が更新を拒絶するために必要なものはどれか。,正当事由,借主の同意のみ,理由は不要,,0,普通借家契約で貸主が更新拒絶や解約を行うには正当事由が必要である。
E020,不動産,mc,建築基準法において、建築物の敷地は原則として幅員何m以上の道路に何m以上接していなければならないか。,幅員4m以上の道路に2m以上,幅員6m以上の道路に4m以上,幅員2m以上の道路に2m以上,,0,接道義務として、原則幅員4m以上の道路に2m以上接する必要がある。
E021,不動産,mc,建築基準法上、容積率を求める計算式はどれか。,建築面積 ÷ 敷地面積,延べ面積 ÷ 敷地面積,敷地面積 ÷ 延べ面積,,1,容積率＝延べ面積÷敷地面積。建築面積を用いる建蔽率とは異なる。
E022,不動産,mc,防火地域内に耐火建築物を建築する場合、建蔽率はどのように扱われるか。,10%緩和される,変わらない,20%緩和される,,0,防火地域内に耐火建築物等を建てる場合、建蔽率は原則10%加算（緩和）される。
E023,不動産,mc,区分所有法における集会の決議で、規約の変更に必要な賛成の割合はどれか。,過半数,4分の3以上,5分の4以上,,1,規約の設定・変更・廃止は、区分所有者および議決権の各4分の3以上の賛成が必要。
E024,不動産,mc,土地・建物の譲渡所得が長期譲渡所得となるのは、譲渡した年の1月1日時点で所有期間が何年を超える場合か。,3年,5年,10年,,1,譲渡年の1月1日時点で所有期間が5年を超えると長期譲渡所得となる。
E025,不動産,mc,居住用財産を譲渡した場合の長期譲渡所得の軽減税率の特例は、所有期間が何年を超える場合に適用されるか。,5年超,10年超,20年超,,1,所有期間10年超の居住用財産の譲渡は、軽減税率の特例の対象となる（3000万円特別控除と併用可）。
E026,不動産,mc,不動産の保有期間中、毎年1月1日現在の所有者に対して市町村が課税する税金はどれか。,不動産取得税,固定資産税,登録免許税,,1,固定資産税は毎年1月1日時点の所有者に対して市町村が課税する地方税である。
E027,不動産,mc,土地・建物の売買契約書に課される税金はどれか。,印紙税,登録免許税,不動産取得税,,0,契約書などの文書には印紙税が課される。
E028,不動産,mc,登記の申請に対して課される国税はどれか。,固定資産税,登録免許税,都市計画税,,1,不動産の登記を行う際には登録免許税（国税）が課される。
E029,不動産,mc,投資用不動産の収益性を測る指標で、年間賃料収入を物件価格で割ったものを何というか。,表面利回り,NOI利回り,内部収益率,,0,表面利回り（グロス利回り）＝年間賃料収入÷物件価格×100。諸経費を考慮しない単純な利回り。
E030,不動産,mc,市街化調整区域の説明として正しいものはどれか。,市街化を抑制すべき区域,おおむね10年以内に市街化を図る区域,用途を定めない区域,,0,市街化調整区域は市街化を抑制すべき区域で、原則として開発が制限される。
S012,相続・事業承継,mc,被相続人に配偶者と直系尊属（父母）がいる場合、配偶者の法定相続分はいくらか。,2分の1,3分の2,4分の3,,1,配偶者と直系尊属が相続人の場合、配偶者の法定相続分は3分の2、直系尊属は3分の1。
S013,相続・事業承継,mc,被相続人に配偶者と兄弟姉妹がいる場合、配偶者の法定相続分はいくらか。,2分の1,3分の2,4分の3,,2,配偶者と兄弟姉妹が相続人の場合、配偶者の法定相続分は4分の3、兄弟姉妹は4分の1。
S014,相続・事業承継,mc,公正証書遺言を作成する際に必要な証人の人数は何人以上か。,1人,2人,3人,,1,公正証書遺言の作成には証人2人以上の立会いが必要である。
S015,相続・事業承継,mc,公正証書遺言について、家庭裁判所の検認は必要か。,必要,不要,場合による,,1,公正証書遺言は検認が不要。自筆証書遺言（法務局保管を除く）は検認が必要。
S016,相続・事業承継,mc,配偶者と子2人が相続人で、遺産の総額に対する遺留分の総額の割合はいくらか。,2分の1,3分の1,4分の1,,0,直系尊属のみが相続人の場合を除き、遺留分の総体的割合は遺産の2分の1である。
S017,相続・事業承継,mc,限定承認を行う場合、相続人が複数いるときはどのように行う必要があるか。,各相続人が単独で可能,共同相続人全員で行う,代表者1人で可能,,1,限定承認は共同相続人全員が共同して家庭裁判所に申述する必要がある。
S018,相続・事業承継,mc,相続税の申告書の提出期限は、相続の開始があったことを知った日の翌日から原則何か月以内か。,3か月以内,6か月以内,10か月以内,,2,相続税の申告・納付期限は、相続開始を知った日の翌日から10か月以内である。
S019,相続・事業承継,mc,被相続人の配偶者が相続により取得した財産について適用される「配偶者の税額軽減」では、原則として法定相続分相当額または何円までは相続税がかからないか。,1億円,"1億6,000万円",2億円,,1,"配偶者の税額軽減により、配偶者が取得した財産は法定相続分相当額または1億6,000万円のいずれか多い金額まで非課税となる。"
S020,相続・事業承継,mc,死亡退職金の相続税における非課税限度額の計算式はどれか。,500万円 × 法定相続人の数,600万円 × 法定相続人の数,"1,000万円 × 法定相続人の数",,0,死亡退職金の非課税限度額は、死亡保険金と同様に500万円×法定相続人の数である。
S021,相続・事業承継,mc,相続税の基礎控除額の計算における「法定相続人の数」に算入できる普通養子は、実子がいる場合何人までか。,1人まで,2人まで,制限なし,,0,実子がいる場合、基礎控除等の計算に算入できる養子は1人まで（実子がいない場合は2人まで）。
S022,相続・事業承継,mc,2024年（令和6年）以降、暦年課税による生前贈与の相続財産への加算期間は、相続開始前何年以内に延長されたか。,3年以内,5年以内,7年以内,,2,2024年改正により、生前贈与加算の対象期間が相続開始前3年以内から7年以内へ段階的に延長された。
S023,相続・事業承継,mc,"2024年（令和6年）以降の相続時精算課税制度において、特別控除2,500万円とは別に新設された年間の基礎控除額はいくらか。",60万円,110万円,"2,500万円",,1,2024年から相続時精算課税制度に年間110万円の基礎控除が新設され、この範囲内の贈与は相続財産に加算されない。
S024,相続・事業承継,mc,贈与税の配偶者控除（おしどり贈与）で、基礎控除とは別に控除できる金額はいくらか。,"1,000万円","2,000万円","2,500万円",,1,"婚姻期間20年以上の配偶者間の居住用不動産等の贈与では、基礎控除110万円とは別に最高2,000万円が控除できる。"
S025,相続・事業承継,mc,直系尊属から18歳以上の子や孫への贈与に適用される贈与税の税率区分を何というか。,特例贈与財産（特例税率）,一般贈与財産（一般税率）,非課税財産,,0,直系尊属から18歳以上の者への贈与は特例贈与財産として一般より低い特例税率が適用される。
S026,相続・事業承継,mc,小規模宅地等の特例において、被相続人の居住用宅地（特定居住用宅地等）は何㎡まで評価額が80%減額されるか。,200㎡,330㎡,400㎡,,1,特定居住用宅地等は330㎡まで評価額が80%減額される。
S027,相続・事業承継,mc,小規模宅地等の特例において、事業用宅地（特定事業用宅地等）の限度面積と減額割合の組み合わせはどれか。,400㎡・80%減額,330㎡・80%減額,200㎡・50%減額,,0,特定事業用宅地等は400㎡まで80%減額の対象となる。
S028,相続・事業承継,mc,上場株式を相続した場合の相続税評価額は、原則として複数の価額のうちどれを用いるか。,最も高い価額,最も低い価額,課税時期の終値など4つのうち最も低い価額,,2,上場株式は、課税時期の終値、当月・前月・前々月の各月平均額のうち最も低い価額で評価する。
S029,相続・事業承継,mc,取引相場のない株式について、同族株主以外の少数株主が取得する場合に用いられる評価方式はどれか。,配当還元方式,類似業種比準方式,純資産価額方式,,0,同族株主以外の少数株主が取得する株式は、配当還元方式という特例的評価方式で評価する。
S030,相続・事業承継,mc,相続を放棄した者は、相続税の計算上「法定相続人の数」に含めるか。,含めない,放棄がなかったものとして含める,半分だけ含める,,1,相続税の基礎控除等の計算では、相続放棄があってもなかったものとして法定相続人の数に含める。
